Année;Perimètre juridique;Perimètre spatial;Spatial perimeter;Indicateur;Indicator;Type de contrat;Type of contract;Collège;Employee category;Sous-catégorie collège;Employee subcategory;Genre;Gender;Plage M3E;M3E classification;Nationalité;Nationality;Ancienneté;Seniority;Tranche d'âge;Age bracket;Valeur;Unité;Unit;Chapitre du bilan social
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;554.0;nombre;number;§1.1.7
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;29.0;nombre;number;§1.1.7
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;19.0;nombre;number;§1.1.7
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;Française;French;;;;;19728.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;Française;French;;;;;8404.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;Française;French;;;;;19162.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;Française;French;;;;;7409.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;Française;French;;;;;330.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;Française;French;;;;;826.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;Etrangère;Foreigner;;;;;221.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;Etrangère;Foreigner;;;;;19.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;Etrangère;Foreigner;;;;;1.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Homme;Male;;;Etrangère;Foreigner;;;;;33.0;nombre;number;§1.1.8
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Dirigeants;Executive Managers;Homme;Male;;;;;;;;;326.0;nombre;number;§1.1.9
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Homme;Male;;;;;;;;;306.0;nombre;number;§1.1.9
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;Ouvriers;Laborers;Homme;Male;;;;;;;;;1753.0;nombre;number;§1.1.9
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Femme;Female;;;;;;;;;156.0;nombre;number;§1.1.9
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;Employés;Employees;Femme;Female;;;;;;;;;1125.0;nombre;number;§1.1.9
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;A;A;;;;;;;1891.0;nombre;number;§1.1.9bis
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;C;C;;;;;;;7743.0;nombre;number;§1.1.9bis
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;D;D;;;;;;;5053.0;nombre;number;§1.1.9bis
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;E;E;;;;;;;580.0;nombre;number;§1.1.9bis
2020;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;I;I;;;;;;;1.0;nombre;number;§1.1.9bis
2020;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;;;;;Femme;Female;Sans plage;No classification;;;;;;;291.0;nombre;number;§1.1.9bis
2020;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;;;49.0;nombre;number;§1.3.3
2020;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;;;195.0;nombre;number;§1.3.3
2020;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;;;44.0;nombre;number;§1.3.3
2020;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;;;1.0;nombre;number;§1.3.3
2020;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;;;;;;;;;8.0;nombre;number;§1.3.3
2020;EDF SA;France;France;Embauches de salariés de moins de 25 ans;Hires of Employees Under 25 Years Old;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;;;333.0;nombre;number;§1.3.3
2020;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;;;22.0;nombre;number;§1.4.2
2020;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;;;;;4.0;nombre;number;§1.4.2
2020;EDF SA;France;France;Démissions;Resignations;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;;;0.0;nombre;number;§1.4.2
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;Moins de 25 ans;Less than 25;189.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;2.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Homme;Male;;;;;;;Moins de 25 ans;Less than 25;825.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;120.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 36 à 45 ans;From 36 to 45;5280.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;75.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Homme;Male;;;;;;;De 36 à 45 ans;From 36 to 45;13.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;2368.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;;;De 46 à 55 ans;From 46 to 55;82.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 46 à 55 ans;From 46 to 55;0.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;De 56 à 60 ans;From 56 to 60;60.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;;;De 56 à 60 ans;From 56 to 60;66.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 56 à 60 ans;From 56 to 60;10.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 56 à 60 ans;From 56 to 60;38.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;61 ans et plus;61 and more;27.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;;;61 ans et plus;61 and more;1.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;;;;;;;61 ans et plus;61 and more;1.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;2442.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;711.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;De 5 à moins de 10 ans;From 5 to less than 10 years;;;2221.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 5 à moins de 10 ans;From 5 to less than 10 years;;;741.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;2348.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;995.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;5.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;2465.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;47.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;15.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;1164.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;23.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 30 à moins de 35 ans;From 30 to less than 35 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;Française;French;;;;;8282.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;Française;French;;;;;7698.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;;;Française;French;;;;;42.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;Etrangère;Foreigner;;;;;54.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Homme;Male;;;Etrangère;Foreigner;;;;;36.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Dirigeants;Executive Managers;Homme;Male;;;;;;;;;294.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;Maîtrise;Supervisors;Homme;Male;;;;;;;;;4.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;Ouvriers;Laborers;Homme;Male;;;;;;;;;1.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Femme;Female;;;;;;;;;147.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres;Managers;Femme;Female;;;;;;;;;8262.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;GF 10 et 11;GF 10 and 11;Femme;Female;;;;;;;;;3616.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;Cadres Supérieurs;Senior Managers;Femme;Female;;;;;;;;;26.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;Maîtrise;Supervisors;Femme;Female;;;;;;;;;833.0;nombre;number;§1.1.9
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;A;A;;;;;;;715.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;B;B;;;;;;;1450.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Homme;Male;D;D;;;;;;;5036.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;F;F;;;;;;;3325.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;;;;;Femme;Female;I;I;;;;;;;2.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;;;;;Homme;Male;Sans plage;No classification;;;;;;;2169.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;;;;;Femme;Female;Sans plage;No classification;;;;;;;1585.0;nombre;number;§1.1.9bis
2019;EDF SA;France;France;Démissions;Resignations;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;;;19.0;nombre;number;§1.4.2
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;;;Moins de 25 ans;Less than 25;74.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;6946.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;1301.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;;;De 25 à 35 ans;From 25 to 35;50.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;48.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;0.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;49.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 25 à 35 ans;From 25 to 35;134.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 36 à 45 ans;From 36 to 45;5059.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;7.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;0.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Exécution;Operatives;;;Femme;Female;;;;;;;De 36 à 45 ans;From 36 to 45;21.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 46 à 55 ans;From 46 to 55;6614.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;De 46 à 55 ans;From 46 to 55;285.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;De 46 à 55 ans;From 46 to 55;0.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;;;De 56 à 60 ans;From 56 to 60;2387.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;De 56 à 60 ans;From 56 to 60;1165.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;;;De 56 à 60 ans;From 56 to 60;45.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;;;;;De 56 à 60 ans;From 56 to 60;2.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDD;Fixed-term non-statutory;Cadre;Managers;;;Femme;Female;;;;;;;De 56 à 60 ans;From 56 to 60;3.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;;;61 ans et plus;61 and more;167.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;;;61 ans et plus;61 and more;94.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;;;61 ans et plus;61 and more;10.0;nombre;number;§1.1.6
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;1962.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;Moins de 5 ans;Less than 5 years;;;953.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Femme;Female;;;;;Moins de 5 ans;Less than 5 years;;;626.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;Moins de 5 ans;Less than 5 years;;;3.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;Moins de 5 ans;Less than 5 years;;;13.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 5 à moins de 10 ans;From 5 to less than 10 years;;;4371.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;283.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;20.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;12.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 10 à moins de 15 ans;From 10 to less than 15 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;2095.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;122.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;;;De 15 à moins de 20 ans;From 15 to less than 20 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;58.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Femme;Female;;;;;De 20 à moins de 25 ans;From 20 to less than 25 years;;;0.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;602.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;23.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Maîtrise;Supervisors;;;Homme;Male;;;;;De 25 à moins de 30 ans;From 25 to less than 30 years;;;1.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Maîtrise;Supervisors;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;1003.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Homme;Male;;;;;35 ans et plus;35 years and more;;;38.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Exécution;Operatives;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;23.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Cadre;Managers;;;Femme;Female;;;;;35 ans et plus;35 years and more;;;2.0;nombre;number;§1.1.7
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;Française;French;;;;;1.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Femme;Female;;;Française;French;;;;;5.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Homme;Male;;;Etrangère;Foreigner;;;;;325.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;;;Femme;Female;;;Etrangère;Foreigner;;;;;203.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Non statutaires CDI;Permanent non-staturory;Exécution;Operatives;;;Homme;Male;;;Etrangère;Foreigner;;;;;0.0;nombre;number;§1.1.8
2019;EDF SA;France;France;Effectif;Workforce;Statutaires;Statutory;Cadre;Managers;Cadres;Managers;Homme;Male;;;;;;;;;19388.0;nombre;number;§1.1.9
